"VerseID","BookID","Chapter","VerseNum","OsisRef","VerseText"
"24581","41","9","42","Mark.9.42","And whosoever shall offend one of these little ones that believe in me, it is better for him that a millstone were hanged about his neck, and he were cast into the sea."
"24582","41","9","43","Mark.9.43","And if thy hand offend thee, cut it off: it is better for thee to enter into life maimed, than having two hands to go into hell, into the fire that never shall be quenched:"
"24583","41","9","44","Mark.9.44","Where their worm dieth not, and the fire is not quenched."
"24584","41","9","45","Mark.9.45","And if thy foot offend thee, cut it off: it is better for thee to enter halt into life, than having two feet to be cast into hell, into the fire that never shall be quenched:"
"24585","41","9","46","Mark.9.46","Where their worm dieth not, and the fire is not quenched."
"24586","41","9","47","Mark.9.47","And if thine eye offend thee, pluck it out: it is better for thee to enter into the kingdom of God with one eye, than having two eyes to be cast into hell fire:"
"24587","41","9","48","Mark.9.48","Where their worm dieth not, and the fire is not quenched."
"24588","41","9","49","Mark.9.49","For every one shall be salted with fire, and every sacrifice shall be salted with salt."
"24589","41","9","50","Mark.9.50","Salt is good: but if the salt have lost his saltness, wherewith will ye season it? Have salt in yourselves, and have peace one with another."
"24590","41","10","1","Mark.10.1","And he arose from thence, and cometh into the coasts of Judaea by the farther side of Jordan: and the people resort unto him again; and, as he was wont, he taught them again."
"24591","41","10","2","Mark.10.2","And the Pharisees came to him, and asked him, Is it lawful for a man to put away his wife? tempting him."
"24592","41","10","3","Mark.10.3","And he answered and said unto them, What did Moses command you?"
"24593","41","10","4","Mark.10.4","And they said, Moses suffered to write a bill of divorcement, and to put her away."
"24594","41","10","5","Mark.10.5","And Jesus answered and said unto them, For the hardness of your heart he wrote you this precept."
"24595","41","10","6","Mark.10.6","But from the beginning of the creation God made them male and female."
"24596","41","10","7","Mark.10.7","For this cause shall a man leave his father and mother, and cleave to his wife;"
"24597","41","10","8","Mark.10.8","And they twain shall be one flesh: so then they are no more twain, but one flesh."
"24598","41","10","9","Mark.10.9","What therefore God hath joined together, let not man put asunder."
"24599","41","10","10","Mark.10.10","And in the house his disciples asked him again of the same matter."
"24600","41","10","11","Mark.10.11","And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her."
"24601","41","10","12","Mark.10.12","And if a woman shall put away her husband, and be married to another, she committeth adultery."
"24602","41","10","13","Mark.10.13","And they brought young children to him, that he should touch them: and his disciples rebuked those that brought them."
"24603","41","10","14","Mark.10.14","But when Jesus saw it, he was much displeased, and said unto them, Suffer the little children to come unto me, and forbid them not: for of such is the kingdom of God."
"24604","41","10","15","Mark.10.15","Verily I say unto you, Whosoever shall not receive the kingdom of God as a little child, he shall not enter therein."
"24605","41","10","16","Mark.10.16","And he took them up in his arms, put his hands upon them, and blessed them."
"24606","41","10","17","Mark.10.17","And when he was gone forth into the way, there came one running, and kneeled to him, and asked him, Good Master, what shall I do that I may inherit eternal life?"
"24607","41","10","18","Mark.10.18","And Jesus said unto him, Why callest thou me good? there is none good but one, that is, God."
"24608","41","10","19","Mark.10.19","Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother."
"24609","41","10","20","Mark.10.20","And he answered and said unto him, Master, all these have I observed from my youth."
"24610","41","10","21","Mark.10.21","Then Jesus beholding him loved him, and said unto him, One thing thou lackest: go thy way, sell whatsoever thou hast, and give to the poor, and thou shalt have treasure in heaven: and come, take up the cross, and follow me."
"24611","41","10","22","Mark.10.22","And he was sad at that saying, and went away grieved: for he had great possessions."
"24612","41","10","23","Mark.10.23","And Jesus looked round about, and saith unto his disciples, How hardly shall they that have riches enter into the kingdom of God!"
"24613","41","10","24","Mark.10.24","And the disciples were astonished at his words. But Jesus answereth again, and saith unto them, Children, how hard is it for them that trust in riches to enter into the kingdom of God!"
"24614","41","10","25","Mark.10.25","It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God."
"24615","41","10","26","Mark.10.26","And they were astonished out of measure, saying among themselves, Who then can be saved?"
"24616","41","10","27","Mark.10.27","And Jesus looking upon them saith, With men it is impossible, but not with God: for with God all things are possible."
"24617","41","10","28","Mark.10.28","Then Peter began to say unto him, Lo, we have left all, and have followed thee."
"24618","41","10","29","Mark.10.29","And Jesus answered and said, Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel's,"
"24619","41","10","30","Mark.10.30","But he shall receive an hundredfold now in this time, houses, and brethren, and sisters, and mothers, and children, and lands, with persecutions; and in the world to come eternal life."
"24620","41","10","31","Mark.10.31","But many that are first shall be last; and the last first."
"24621","41","10","32","Mark.10.32","And they were in the way going up to Jerusalem; and Jesus went before them: and they were amazed; and as they followed, they were afraid. And he took again the twelve, and began to tell them what things should happen unto him,"
"24622","41","10","33","Mark.10.33","Saying, Behold, we go up to Jerusalem; and the Son of man shall be delivered unto the chief priests, and unto the scribes; and they shall condemn him to death, and shall deliver him to the Gentiles:"
"24623","41","10","34","Mark.10.34","And they shall mock him, and shall scourge him, and shall spit upon him, and shall kill him: and the third day he shall rise again."
"24624","41","10","35","Mark.10.35","And James and John, the sons of Zebedee, come unto him, saying, Master, we would that thou shouldest do for us whatsoever we shall desire."
"24625","41","10","36","Mark.10.36","And he said unto them, What would ye that I should do for you?"
"24626","41","10","37","Mark.10.37","They said unto him, Grant unto us that we may sit, one on thy right hand, and the other on thy left hand, in thy glory."
"24627","41","10","38","Mark.10.38","But Jesus said unto them, Ye know not what ye ask: can ye drink of the cup that I drink of? and be baptized with the baptism that I am baptized with?"
"24628","41","10","39","Mark.10.39","And they said unto him, We can. And Jesus said unto them, Ye shall indeed drink of the cup that I drink of; and with the baptism that I am baptized withal shall ye be baptized:"
"24629","41","10","40","Mark.10.40","But to sit on my right hand and on my left hand is not mine to give; but it shall be given to them for whom it is prepared."
"24630","41","10","41","Mark.10.41","And when the ten heard it, they began to be much displeased with James and John."
"24631","41","10","42","Mark.10.42","But Jesus called them to him, and saith unto them, Ye know that they which are accounted to rule over the Gentiles exercise lordship over them; and their great ones exercise authority upon them."
"24632","41","10","43","Mark.10.43","But so shall it not be among you: but whosoever will be great among you, shall be your minister:"
"24633","41","10","44","Mark.10.44","And whosoever of you will be the chiefest, shall be servant of all."
"24634","41","10","45","Mark.10.45","For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many."
"24635","41","10","46","Mark.10.46","And they came to Jericho: and as he went out of Jericho with his disciples and a great number of people, blind Bartimaeus, the son of Timaeus, sat by the highway side begging."
"24636","41","10","47","Mark.10.47","And when he heard that it was Jesus of Nazareth, he began to cry out, and say, Jesus, thou Son of David, have mercy on me."
"24637","41","10","48","Mark.10.48","And many charged him that he should hold his peace: but he cried the more a great deal, Thou Son of David, have mercy on me."
"24638","41","10","49","Mark.10.49","And Jesus stood still, and commanded him to be called. And they call the blind man, saying unto him, Be of good comfort, rise; he calleth thee."
"24639","41","10","50","Mark.10.50","And he, casting away his garment, rose, and came to Jesus."
"24640","41","10","51","Mark.10.51","And Jesus answered and said unto him, What wilt thou that I should do unto thee? The blind man said unto him, Lord, that I might receive my sight."
"24641","41","10","52","Mark.10.52","And Jesus said unto him, Go thy way; thy faith hath made thee whole. And immediately he received his sight, and followed Jesus in the way."
"24642","41","11","1","Mark.11.1","And when they came nigh to Jerusalem, unto Bethphage and Bethany, at the mount of Olives, he sendeth forth two of his disciples,"
"24643","41","11","2","Mark.11.2","And saith unto them, Go your way into the village over against you: and as soon as ye be entered into it, ye shall find a colt tied, whereon never man sat; loose him, and bring him."
"24644","41","11","3","Mark.11.3","And if any man say unto you, Why do ye this? say ye that the Lord hath need of him; and straightway he will send him hither."
"24645","41","11","4","Mark.11.4","And they went their way, and found the colt tied by the door without in a place where two ways met; and they loose him."
"24646","41","11","5","Mark.11.5","And certain of them that stood there said unto them, What do ye, loosing the colt?"
"24647","41","11","6","Mark.11.6","And they said unto them even as Jesus had commanded: and they let them go."
"24648","41","11","7","Mark.11.7","And they brought the colt to Jesus, and cast their garments on him; and he sat upon him."
"24649","41","11","8","Mark.11.8","And many spread their garments in the way: and others cut down branches off the trees, and strawed them in the way."
"24650","41","11","9","Mark.11.9","And they that went before, and they that followed, cried, saying, Hosanna; Blessed is he that cometh in the name of the Lord:"
"24651","41","11","10","Mark.11.10","Blessed be the kingdom of our father David, that cometh in the name of the Lord: Hosanna in the highest."
"24652","41","11","11","Mark.11.11","And Jesus entered into Jerusalem, and into the temple: and when he had looked round about upon all things, and now the eventide was come, he went out unto Bethany with the twelve."
"24653","41","11","12","Mark.11.12","And on the morrow, when they were come from Bethany, he was hungry:"
"24654","41","11","13","Mark.11.13","And seeing a fig tree afar off having leaves, he came, if haply he might find any thing thereon: and when he came to it, he found nothing but leaves; for the time of figs was not yet."
"24655","41","11","14","Mark.11.14","And Jesus answered and said unto it, No man eat fruit of thee hereafter for ever. And his disciples heard it."
"24656","41","11","15","Mark.11.15","And they come to Jerusalem: and Jesus went into the temple, and began to cast out them that sold and bought in the temple, and overthrew the tables of the moneychangers, and the seats of them that sold doves;"
"24657","41","11","16","Mark.11.16","And would not suffer that any man should carry any vessel through the temple."
"24658","41","11","17","Mark.11.17","And he taught, saying unto them, Is it not written, My house shall be called of all nations the house of prayer? but ye have made it a den of thieves."
"24659","41","11","18","Mark.11.18","And the scribes and chief priests heard it, and sought how they might destroy him: for they feared him, because all the people was astonished at his doctrine."
"24660","41","11","19","Mark.11.19","And when even was come, he went out of the city."
"24661","41","11","20","Mark.11.20","And in the morning, as they passed by, they saw the fig tree dried up from the roots."
"24662","41","11","21","Mark.11.21","And Peter calling to remembrance saith unto him, Master, behold, the fig tree which thou cursedst is withered away."
"24663","41","11","22","Mark.11.22","And Jesus answering saith unto them, Have faith in God."
"24664","41","11","23","Mark.11.23","For verily I say unto you, That whosoever shall say unto this mountain, Be thou removed, and be thou cast into the sea; and shall not doubt in his heart, but shall believe that those things which he saith shall come to pass; he shall have whatsoever he saith."
"24665","41","11","24","Mark.11.24","Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them."
"24666","41","11","25","Mark.11.25","And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses."
"24667","41","11","26","Mark.11.26","But if ye do not forgive, neither will your Father which is in heaven forgive your trespasses."
"24668","41","11","27","Mark.11.27","And they come again to Jerusalem: and as he was walking in the temple, there come to him the chief priests, and the scribes, and the elders,"
"24669","41","11","28","Mark.11.28","And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?"
"24670","41","11","29","Mark.11.29","And Jesus answered and said unto them, I will also ask of you one question, and answer me, and I will tell you by what authority I do these things."
"24671","41","11","30","Mark.11.30","The baptism of John, was it from heaven, or of men? answer me."
"24672","41","11","31","Mark.11.31","And they reasoned with themselves, saying, If we shall say, From heaven; he will say, Why then did ye not believe him?"
"24673","41","11","32","Mark.11.32","But if we shall say, Of men; they feared the people: for all men counted John, that he was a prophet indeed."
"24674","41","11","33","Mark.11.33","And they answered and said unto Jesus, We cannot tell. And Jesus answering saith unto them, Neither do I tell you by what authority I do these things."
"24675","41","12","1","Mark.12.1","And he began to speak unto them by parables. A certain man planted a vineyard, and set an hedge about it, and digged a place for the winefat, and built a tower, and let it out to husbandmen, and went into a far country."
"24676","41","12","2","Mark.12.2","And at the season he sent to the husbandmen a servant, that he might receive from the husbandmen of the fruit of the vineyard."
"24677","41","12","3","Mark.12.3","And they caught him, and beat him, and sent him away empty."
"24678","41","12","4","Mark.12.4","And again he sent unto them another servant; and at him they cast stones, and wounded him in the head, and sent him away shamefully handled."
"24679","41","12","5","Mark.12.5","And again he sent another; and him they killed, and many others; beating some, and killing some."
"24680","41","12","6","Mark.12.6","Having yet therefore one son, his wellbeloved, he sent him also last unto them, saying, They will reverence my son."
"24681","41","12","7","Mark.12.7","But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours."
"24682","41","12","8","Mark.12.8","And they took him, and killed him, and cast him out of the vineyard."
"24683","41","12","9","Mark.12.9","What shall therefore the lord of the vineyard do? he will come and destroy the husbandmen, and will give the vineyard unto others."
"24684","41","12","10","Mark.12.10","And have ye not read this scripture; The stone which the builders rejected is become the head of the corner:"
"24685","41","12","11","Mark.12.11","This was the Lord's doing, and it is marvellous in our eyes?"
"24686","41","12","12","Mark.12.12","And they sought to lay hold on him, but feared the people: for they knew that he had spoken the parable against them: and they left him, and went their way."
"24687","41","12","13","Mark.12.13","And they send unto him certain of the Pharisees and of the Herodians, to catch him in his words."
"24688","41","12","14","Mark.12.14","And when they were come, they say unto him, Master, we know that thou art true, and carest for no man: for thou regardest not the person of men, but teachest the way of God in truth: Is it lawful to give tribute to Caesar, or not?"
"24689","41","12","15","Mark.12.15","Shall we give, or shall we not give? But he, knowing their hypocrisy, said unto them, Why tempt ye me? bring me a penny, that I may see it."
"24690","41","12","16","Mark.12.16","And they brought it. And he saith unto them, Whose is this image and superscription? And they said unto him, Caesar's."
"24691","41","12","17","Mark.12.17","And Jesus answering said unto them, Render to Caesar the things that are Caesar's, and to God the things that are God's. And they marvelled at him."
"24692","41","12","18","Mark.12.18","Then come unto him the Sadducees, which say there is no resurrection; and they asked him, saying,"
"24693","41","12","19","Mark.12.19","Master, Moses wrote unto us, If a man's brother die, and leave his wife behind him, and leave no children, that his brother should take his wife, and raise up seed unto his brother."
"24694","41","12","20","Mark.12.20","Now there were seven brethren: and the first took a wife, and dying left no seed."
"24695","41","12","21","Mark.12.21","And the second took her, and died, neither left he any seed: and the third likewise."
"24696","41","12","22","Mark.12.22","And the seven had her, and left no seed: last of all the woman died also."
"24697","41","12","23","Mark.12.23","In the resurrection therefore, when they shall rise, whose wife shall she be of them? for the seven had her to wife."
"24698","41","12","24","Mark.12.24","And Jesus answering said unto them, Do ye not therefore err, because ye know not the scriptures, neither the power of God?"
"24699","41","12","25","Mark.12.25","For when they shall rise from the dead, they neither marry, nor are given in marriage; but are as the angels which are in heaven."
"24700","41","12","26","Mark.12.26","And as touching the dead, that they rise: have ye not read in the book of Moses, how in the bush God spake unto him, saying, I am the God of Abraham, and the God of Isaac, and the God of Jacob?"
"24701","41","12","27","Mark.12.27","He is not the God of the dead, but the God of the living: ye therefore do greatly err."
"24702","41","12","28","Mark.12.28","And one of the scribes came, and having heard them reasoning together, and perceiving that he had answered them well, asked him, Which is the first commandment of all?"
"24703","41","12","29","Mark.12.29","And Jesus answered him, The first of all the commandments is, Hear, O Israel; The Lord our God is one Lord:"
"24704","41","12","30","Mark.12.30","And thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind, and with all thy strength: this is the first commandment."
"24705","41","12","31","Mark.12.31","And the second is like, namely this, Thou shalt love thy neighbour as thyself. There is none other commandment greater than these."
"24706","41","12","32","Mark.12.32","And the scribe said unto him, Well, Master, thou hast said the truth: for there is one God; and there is none other but he:"
"24707","41","12","33","Mark.12.33","And to love him with all the heart, and with all the understanding, and with all the soul, and with all the strength, and to love his neighbour as himself, is more than all whole burnt offerings and sacrifices."
"24708","41","12","34","Mark.12.34","And when Jesus saw that he answered discreetly, he said unto him, Thou art not far from the kingdom of God. And no man after that durst ask him any question."
"24709","41","12","35","Mark.12.35","And Jesus answered and said, while he taught in the temple, How say the scribes that Christ is the Son of David?"
"24710","41","12","36","Mark.12.36","For David himself said by the Holy Ghost, The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool."
"24711","41","12","37","Mark.12.37","David therefore himself calleth him Lord; and whence is he then his son? And the common people heard him gladly."
"24712","41","12","38","Mark.12.38","And he said unto them in his doctrine, Beware of the scribes, which love to go in long clothing, and love salutations in the marketplaces,"
"24713","41","12","39","Mark.12.39","And the chief seats in the synagogues, and the uppermost rooms at feasts:"
"24714","41","12","40","Mark.12.40","Which devour widows' houses, and for a pretence make long prayers: these shall receive greater damnation."
"24715","41","12","41","Mark.12.41","And Jesus sat over against the treasury, and beheld how the people cast money into the treasury: and many that were rich cast in much."
"24716","41","12","42","Mark.12.42","And there came a certain poor widow, and she threw in two mites, which make a farthing."
"24717","41","12","43","Mark.12.43","And he called unto him his disciples, and saith unto them, Verily I say unto you, That this poor widow hath cast more in, than all they which have cast into the treasury:"
"24718","41","12","44","Mark.12.44","For all they did cast in of their abundance; but she of her want did cast in all that she had, even all her living."
"24719","41","13","1","Mark.13.1","And as he went out of the temple, one of his disciples saith unto him, Master, see what manner of stones and what buildings are here!"
"24720","41","13","2","Mark.13.2","And Jesus answering said unto him, Seest thou these great buildings? there shall not be left one stone upon another, that shall not be thrown down."
"24721","41","13","3","Mark.13.3","And as he sat upon the mount of Olives over against the temple, Peter and James and John and Andrew asked him privately,"
"24722","41","13","4","Mark.13.4","Tell us, when shall these things be? and what shall be the sign when all these things shall be fulfilled?"
"24723","41","13","5","Mark.13.5","And Jesus answering them began to say, Take heed lest any man deceive you:"
"24724","41","13","6","Mark.13.6","For many shall come in my name, saying, I am Christ; and shall deceive many."
"24725","41","13","7","Mark.13.7","And when ye shall hear of wars and rumours of wars, be ye not troubled: for such things must needs be; but the end shall not be yet."
"24726","41","13","8","Mark.13.8","For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows."
"24727","41","13","9","Mark.13.9","But take heed to yourselves: for they shall deliver you up to councils; and in the synagogues ye shall be beaten: and ye shall be brought before rulers and kings for my sake, for a testimony against them."
"24728","41","13","10","Mark.13.10","And the gospel must first be published among all nations."
"24729","41","13","11","Mark.13.11","But when they shall lead you, and deliver you up, take no thought beforehand what ye shall speak, neither do ye premeditate: but whatsoever shall be given you in that hour, that speak ye: for it is not ye that speak, but the Holy Ghost."
"24730","41","13","12","Mark.13.12","Now the brother shall betray the brother to death, and the father the son; and children shall rise up against their parents, and shall cause them to be put to death."
"24731","41","13","13","Mark.13.13","And ye shall be hated of all men for my name's sake: but he that shall endure unto the end, the same shall be saved."
"24732","41","13","14","Mark.13.14","But when ye shall see the abomination of desolation, spoken of by Daniel the prophet, standing where it ought not, (let him that readeth understand,) then let them that be in Judaea flee to the mountains:"
"24733","41","13","15","Mark.13.15","And let him that is on the housetop not go down into the house, neither enter therein, to take any thing out of his house:"
"24734","41","13","16","Mark.13.16","And let him that is in the field not turn back again for to take up his garment."
"24735","41","13","17","Mark.13.17","But woe to them that are with child, and to them that give suck in those days!"
"24736","41","13","18","Mark.13.18","And pray ye that your flight be not in the winter."
"24737","41","13","19","Mark.13.19","For in those days shall be affliction, such as was not from the beginning of the creation which God created unto this time, neither shall be."
"24738","41","13","20","Mark.13.20","And except that the Lord had shortened those days, no flesh should be saved: but for the elect's sake, whom he hath chosen, he hath shortened the days."
"24739","41","13","21","Mark.13.21","And then if any man shall say to you, Lo, here is Christ; or, lo, he is there; believe him not:"
"24740","41","13","22","Mark.13.22","For false Christs and false prophets shall rise, and shall shew signs and wonders, to seduce, if it were possible, even the elect."
"24741","41","13","23","Mark.13.23","But take ye heed: behold, I have foretold you all things."
"24742","41","13","24","Mark.13.24","But in those days, after that tribulation, the sun shall be darkened, and the moon shall not give her light,"
"24743","41","13","25","Mark.13.25","And the stars of heaven shall fall, and the powers that are in heaven shall be shaken."
"24744","41","13","26","Mark.13.26","And then shall they see the Son of man coming in the clouds with great power and glory."
"24745","41","13","27","Mark.13.27","And then shall he send his angels, and shall gather together his elect from the four winds, from the uttermost part of the earth to the uttermost part of heaven."
"24746","41","13","28","Mark.13.28","Now learn a parable of the fig tree; When her branch is yet tender, and putteth forth leaves, ye know that summer is near:"
"24747","41","13","29","Mark.13.29","So ye in like manner, when ye shall see these things come to pass, know that it is nigh, even at the doors."
"24748","41","13","30","Mark.13.30","Verily I say unto you, that this generation shall not pass, till all these things be done."
"24749","41","13","31","Mark.13.31","Heaven and earth shall pass away: but my words shall not pass away."
"24750","41","13","32","Mark.13.32","But of that day and that hour knoweth no man, no, not the angels which are in heaven, neither the Son, but the Father."
"24751","41","13","33","Mark.13.33","Take ye heed, watch and pray: for ye know not when the time is."
"24752","41","13","34","Mark.13.34","For the Son of man is as a man taking a far journey, who left his house, and gave authority to his servants, and to every man his work, and commanded the porter to watch."
"24753","41","13","35","Mark.13.35","Watch ye therefore: for ye know not when the master of the house cometh, at even, or at midnight, or at the cockcrowing, or in the morning:"
"24754","41","13","36","Mark.13.36","Lest coming suddenly he find you sleeping."
"24755","41","13","37","Mark.13.37","And what I say unto you I say unto all, Watch."
"24756","41","14","1","Mark.14.1","After two days was the feast of the passover, and of unleavened bread: and the chief priests and the scribes sought how they might take him by craft, and put him to death."
"24757","41","14","2","Mark.14.2","But they said, Not on the feast day, lest there be an uproar of the people."
"24758","41","14","3","Mark.14.3","And being in Bethany in the house of Simon the leper, as he sat at meat, there came a woman having an alabaster box of ointment of spikenard very precious; and she brake the box, and poured it on his head."
"24759","41","14","4","Mark.14.4","And there were some that had indignation within themselves, and said, Why was this waste of the ointment made?"
"24760","41","14","5","Mark.14.5","For it might have been sold for more than three hundred pence, and have been given to the poor. And they murmured against her."
"24761","41","14","6","Mark.14.6","And Jesus said, Let her alone; why trouble ye her? she hath wrought a good work on me."
"24762","41","14","7","Mark.14.7","For ye have the poor with you always, and whensoever ye will ye may do them good: but me ye have not always."
"24763","41","14","8","Mark.14.8","She hath done what she could: she is come aforehand to anoint my body to the burying."
"24764","41","14","9","Mark.14.9","Verily I say unto you, Wheresoever this gospel shall be preached throughout the whole world, this also that she hath done shall be spoken of for a memorial of her."
"24765","41","14","10","Mark.14.10","And Judas Iscariot, one of the twelve, went unto the chief priests, to betray him unto them."
"24766","41","14","11","Mark.14.11","And when they heard it, they were glad, and promised to give him money. And he sought how he might conveniently betray him."
"24767","41","14","12","Mark.14.12","And the first day of unleavened bread, when they killed the passover, his disciples said unto him, Where wilt thou that we go and prepare that thou mayest eat the passover?"
"24768","41","14","13","Mark.14.13","And he sendeth forth two of his disciples, and saith unto them, Go ye into the city, and there shall meet you a man bearing a pitcher of water: follow him."
"24769","41","14","14","Mark.14.14","And wheresoever he shall go in, say ye to the goodman of the house, The Master saith, Where is the guestchamber, where I shall eat the passover with my disciples?"
"24770","41","14","15","Mark.14.15","And he will shew you a large upper room furnished and prepared: there make ready for us."
"24771","41","14","16","Mark.14.16","And his disciples went forth, and came into the city, and found as he had said unto them: and they made ready the passover."
"24772","41","14","17","Mark.14.17","And in the evening he cometh with the twelve."
"24773","41","14","18","Mark.14.18","And as they sat and did eat, Jesus said, Verily I say unto you, One of you which eateth with me shall betray me."
"24774","41","14","19","Mark.14.19","And they began to be sorrowful, and to say unto him one by one, Is it I? and another said, Is it I?"
"24775","41","14","20","Mark.14.20","And he answered and said unto them, It is one of the twelve, that dippeth with me in the dish."
"24776","41","14","21","Mark.14.21","The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born."
"24777","41","14","22","Mark.14.22","And as they did eat, Jesus took bread, and blessed, and brake it, and gave to them, and said, Take, eat: this is my body."
"24778","41","14","23","Mark.14.23","And he took the cup, and when he had given thanks, he gave it to them: and they all drank of it."
"24779","41","14","24","Mark.14.24","And he said unto them, This is my blood of the new testament, which is shed for many."
"24780","41","14","25","Mark.14.25","Verily I say unto you, I will drink no more of the fruit of the vine, until that day that I drink it new in the kingdom of God."
"24781","41","14","26","Mark.14.26","And when they had sung an hymn, they went out into the mount of Olives."
"24782","41","14","27","Mark.14.27","And Jesus saith unto them, All ye shall be offended because of me this night: for it is written, I will smite the shepherd, and the sheep shall be scattered."
"24783","41","14","28","Mark.14.28","But after that I am risen, I will go before you into Galilee."
"24784","41","14","29","Mark.14.29","But Peter said unto him, Although all shall be offended, yet will not I."
"24785","41","14","30","Mark.14.30","And Jesus saith unto him, Verily I say unto thee, That this day, even in this night, before the cock crow twice, thou shalt deny me thrice."
"24786","41","14","31","Mark.14.31","But he spake the more vehemently, If I should die with thee, I will not deny thee in any wise. Likewise also said they all."
"24787","41","14","32","Mark.14.32","And they came to a place which was named Gethsemane: and he saith to his disciples, Sit ye here, while I shall pray."
"24788","41","14","33","Mark.14.33","And he taketh with him Peter and James and John, and began to be sore amazed, and to be very heavy;"
"24789","41","14","34","Mark.14.34","And saith unto them, My soul is exceeding sorrowful unto death: tarry ye here, and watch."
"24790","41","14","35","Mark.14.35","And he went forward a little, and fell on the ground, and prayed that, if it were possible, the hour might pass from him."
"24791","41","14","36","Mark.14.36","And he said, Abba, Father, all things are possible unto thee; take away this cup from me: nevertheless not what I will, but what thou wilt."
"24792","41","14","37","Mark.14.37","And he cometh, and findeth them sleeping, and saith unto Peter, Simon, sleepest thou? couldest not thou watch one hour?"
"24793","41","14","38","Mark.14.38","Watch ye and pray, lest ye enter into temptation. The spirit truly is ready, but the flesh is weak."
"24794","41","14","39","Mark.14.39","And again he went away, and prayed, and spake the same words."
"24795","41","14","40","Mark.14.40","And when he returned, he found them asleep again, (for their eyes were heavy,) neither wist they what to answer him."
"24796","41","14","41","Mark.14.41","And he cometh the third time, and saith unto them, Sleep on now, and take your rest: it is enough, the hour is come; behold, the Son of man is betrayed into the hands of sinners."
"24797","41","14","42","Mark.14.42","Rise up, let us go; lo, he that betrayeth me is at hand."
"24798","41","14","43","Mark.14.43","And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders."
"24799","41","14","44","Mark.14.44","And he that betrayed him had given them a token, saying, Whomsoever I shall kiss, that same is he; take him, and lead him away safely."
"24800","41","14","45","Mark.14.45","And as soon as he was come, he goeth straightway to him, and saith, Master, master; and kissed him."
"24801","41","14","46","Mark.14.46","And they laid their hands on him, and took him."
"24802","41","14","47","Mark.14.47","And one of them that stood by drew a sword, and smote a servant of the high priest, and cut off his ear."
"24803","41","14","48","Mark.14.48","And Jesus answered and said unto them, Are ye come out, as against a thief, with swords and with staves to take me?"
"24804","41","14","49","Mark.14.49","I was daily with you in the temple teaching, and ye took me not: but the scriptures must be fulfilled."
"24805","41","14","50","Mark.14.50","And they all forsook him, and fled."
"24806","41","14","51","Mark.14.51","And there followed him a certain young man, having a linen cloth cast about his naked body; and the young men laid hold on him:"
"24807","41","14","52","Mark.14.52","And he left the linen cloth, and fled from them naked."
"24808","41","14","53","Mark.14.53","And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes."
"24809","41","14","54","Mark.14.54","And Peter followed him afar off, even into the palace of the high priest: and he sat with the servants, and warmed himself at the fire."
"24810","41","14","55","Mark.14.55","And the chief priests and all the council sought for witness against Jesus to put him to death; and found none."
"24811","41","14","56","Mark.14.56","For many bare false witness against him, but their witness agreed not together."
"24812","41","14","57","Mark.14.57","And there arose certain, and bare false witness against him, saying,"
"24813","41","14","58","Mark.14.58","We heard him say, I will destroy this temple that is made with hands, and within three days I will build another made without hands."
"24814","41","14","59","Mark.14.59","But neither so did their witness agree together."
"24815","41","14","60","Mark.14.60","And the high priest stood up in the midst, and asked Jesus, saying, Answerest thou nothing? what is it which these witness against thee?"
"24816","41","14","61","Mark.14.61","But he held his peace, and answered nothing. Again the high priest asked him, and said unto him, Art thou the Christ, the Son of the Blessed?"
"24817","41","14","62","Mark.14.62","And Jesus said, I am: and ye shall see the Son of man sitting on the right hand of power, and coming in the clouds of heaven."
"24818","41","14","63","Mark.14.63","Then the high priest rent his clothes, and saith, What need we any further witnesses?"
"24819","41","14","64","Mark.14.64","Ye have heard the blasphemy: what think ye? And they all condemned him to be guilty of death."
"24820","41","14","65","Mark.14.65","And some began to spit on him, and to cover his face, and to buffet him, and to say unto him, Prophesy: and the servants did strike him with the palms of their hands."
"24821","41","14","66","Mark.14.66","And as Peter was beneath in the palace, there cometh one of the maids of the high priest:"
"24822","41","14","67","Mark.14.67","And when she saw Peter warming himself, she looked upon him, and said, And thou also wast with Jesus of Nazareth."
